Suburb,Rooms,Type,SellerG,Bedrooms,Bathroom,Garage,Landsize,YearBuilt,CouncilArea,Regionname,Price
Sunshine West,3,h,Douglas,3,1,1,534,1970,Brimbank,Western Metropolitan,622500
Sunshine West,2,u,Bells,2,1,1,235,1990,Brimbank,Western Metropolitan,350000
Sunshine West,4,h,hockingstuart,4,2,4,651,1975,Brimbank,Western Metropolitan,657000
Sunshine West,3,h,Barry,3,1,1,694,1960,Brimbank,Western Metropolitan,682000
Sunshine West,3,h,Barry,3,1,2,691,1960,Brimbank,Western Metropolitan,520000
Sunshine West,3,h,Homes,3,1,1,591,1971,Brimbank,Western Metropolitan,470000
Sunshine West,3,h,Barry,3,1,1,701,1960,Brimbank,Western Metropolitan,586000
Sunshine West,3,h,Jellis,3,1,2,367,1970,Brimbank,Western Metropolitan,305000
Sunshine West,4,h,Douglas,4,2,4,759,1975,Brimbank,Western Metropolitan,705000
Sunshine West,4,h,Barry,4,2,3,616,1970,Brimbank,Western Metropolitan,645000
Sunshine West,3,h,Barry,3,1,2,627,1970,Brimbank,Western Metropolitan,500000
Sunshine West,3,t,Barry,3,2,1,333,2012,Brimbank,Western Metropolitan,510000
Sunshine West,3,h,Jas,3,2,6,805,1995,Brimbank,Western Metropolitan,750500
Sunshine West,3,h,Douglas,3,1,6,655,1978,Brimbank,Western Metropolitan,451000
Surrey Hills,4,h,Marshall,4,3,2,596,1930,Boroondara,Southern Metropolitan,2440000
Surrey Hills,3,t,Fletchers,4,2,2,401,1970,Whitehorse,Southern Metropolitan,1110000
Surrey Hills,4,h,Fletchers,4,3,2,771,2000,Boroondara,Southern Metropolitan,2128000
Surrey Hills,5,h,RT,5,3,2,735,1920,Boroondara,Southern Metropolitan,2200000
Surrey Hills,3,t,Fletchers,3,2,2,226,2004,Boroondara,Southern Metropolitan,1330500
Surrey Hills,3,u,Fletchers,3,2,2,252,1992,Whitehorse,Southern Metropolitan,930000
Surrey Hills,3,h,Fletchers,3,1,1,763,1930,Boroondara,Southern Metropolitan,1700000
Surrey Hills,4,h,Jellis,4,2,2,783,1920,Boroondara,Southern Metropolitan,2500000
Surrey Hills,4,h,Jellis,4,2,2,734,1920,Boroondara,Southern Metropolitan,2200000
Surrey Hills,2,u,Fletchers,2,1,1,156,1960,Boroondara,Southern Metropolitan,770000
Surrey Hills,4,h,Marshall,4,2,2,779,2014,Boroondara,Southern Metropolitan,2860000
Surrey Hills,4,h,Fletchers,4,2,2,486,1890,Whitehorse,Southern Metropolitan,1530000
Surrey Hills,4,h,Ray,4,2,2,867,1950,Whitehorse,Southern Metropolitan,1930000
Surrey Hills,4,h,Marshall,4,2,2,715,1920,Whitehorse,Southern Metropolitan,1812500
Surrey Hills,2,u,Noel,2,1,1,681,1968,Boroondara,Southern Metropolitan,760000
Surrey Hills,4,h,Fletchers,4,2,2,809,1950,Whitehorse,Southern Metropolitan,1300000
Surrey Hills,3,h,Marshall,3,2,2,585,1930,Boroondara,Southern Metropolitan,1960000
Surrey Hills,5,h,Marshall,5,3,2,777,1925,Whitehorse,Southern Metropolitan,2630000
Surrey Hills,3,u,Fletchers,3,1,2,217,1970,Whitehorse,Southern Metropolitan,880000
Surrey Hills,5,h,hockingstuart,5,5,2,693,1930,Boroondara,Southern Metropolitan,1650000
Surrey Hills,3,h,Fletchers,3,2,2,808,1970,Whitehorse,Southern Metropolitan,1755000
Surrey Hills,4,h,Marshall,4,1,1,579,1900,Boroondara,Southern Metropolitan,1700000
Surrey Hills,5,h,Marshall,5,2,2,641,2001,Whitehorse,Southern Metropolitan,1975000
Surrey Hills,2,u,Marshall,2,1,1,102,1970,Whitehorse,Southern Metropolitan,610000
Surrey Hills,4,h,Jellis,4,2,1,383,1880,Boroondara,Southern Metropolitan,2003000
Surrey Hills,5,h,Fletchers,3,2,2,677,1948,Whitehorse,Southern Metropolitan,1350000
Surrey Hills,4,h,Marshall,5,2,2,612,1970,Whitehorse,Southern Metropolitan,1850000
Surrey Hills,4,h,Jellis,3,2,2,949,1910,Boroondara,Southern Metropolitan,2050000
Surrey Hills,5,h,Ray,5,2,2,1025,1915,Whitehorse,Southern Metropolitan,2100000
Surrey Hills,3,h,Marshall,3,2,1,247,2005,Whitehorse,Southern Metropolitan,1150000
Surrey Hills,2,u,Fletchers,2,1,2,165,1970,Boroondara,Southern Metropolitan,823000
Surrey Hills,2,t,Jellis,1,2,1,88,1997,Boroondara,Southern Metropolitan,770500
Surrey Hills,4,h,Jellis,3,2,2,457,1930,Whitehorse,Southern Metropolitan,1250000
Surrey Hills,2,u,Noel,2,1,1,101,1975,Boroondara,Southern Metropolitan,600000
Surrey Hills,4,h,Marshall,4,2,2,702,1927,Boroondara,Southern Metropolitan,2125000
Surrey Hills,2,u,Fletchers,1,1,1,951,1970,Boroondara,Southern Metropolitan,656000
Surrey Hills,4,h,Fletchers,2,1,0,437,1890,Whitehorse,Southern Metropolitan,1650000
Surrey Hills,5,h,Fletchers,5,2,1,632,1950,Whitehorse,Southern Metropolitan,1518000
Surrey Hills,3,h,hockingstuart,0,2,1,335,2013,Boroondara,Southern Metropolitan,1560000
Surrey Hills,3,h,Ray,3,2,2,267,2000,Whitehorse,Southern Metropolitan,1185000
Surrey Hills,3,t,Noel,3,1,1,217,1970,Whitehorse,Southern Metropolitan,865000
Surrey Hills,4,h,Jellis,4,3,4,1064,1969,Whitehorse,Southern Metropolitan,2160000
Surrey Hills,2,u,Noel,2,1,1,226,1980,Whitehorse,Southern Metropolitan,899000
Surrey Hills,6,h,Jellis,6,3,4,650,1997,Whitehorse,Southern Metropolitan,2000000
Surrey Hills,3,h,Fletchers,3,2,1,735,1920,Boroondara,Southern Metropolitan,2300000
Surrey Hills,2,u,Noel,2,1,2,124,1985,Boroondara,Southern Metropolitan,600000
Surrey Hills,3,h,Jellis,3,1,2,441,1910,Boroondara,Southern Metropolitan,2180000
Surrey Hills,4,h,Marshall,4,2,4,924,1920,Boroondara,Southern Metropolitan,2760000
Surrey Hills,3,h,Woodards,4,2,1,536,1930,Boroondara,Southern Metropolitan,1251000
Surrey Hills,6,h,Noel,4,3,2,713,1928,Whitehorse,Southern Metropolitan,1650000
Surrey Hills,4,h,Jellis,4,2,2,619,1930,Boroondara,Southern Metropolitan,1835000
Surrey Hills,2,u,Noel,2,1,1,170,1960,Boroondara,Southern Metropolitan,778500
Templestowe Lower,4,h,Zahn,4,2,2,657,1978,Manningham,Eastern Metropolitan,1201000
Templestowe Lower,4,h,Barry,4,2,4,673,1972,Manningham,Eastern Metropolitan,1165000
Templestowe Lower,3,h,Philip,3,1,2,313,1980,Manningham,Eastern Metropolitan,742500
Templestowe Lower,3,h,Barry,3,2,2,643,1965,Manningham,Eastern Metropolitan,1101000
Templestowe Lower,3,h,Jellis,3,1,2,730,1960,Manningham,Eastern Metropolitan,1200000
Templestowe Lower,4,h,Barry,4,2,2,652,1973,Manningham,Eastern Metropolitan,990000
Templestowe Lower,4,h,Jellis,4,2,2,420,2013,Manningham,Eastern Metropolitan,1500000
Templestowe Lower,3,h,Barry,3,1,2,900,1960,Manningham,Eastern Metropolitan,1290000
Templestowe Lower,4,h,Mason,4,2,5,671,1970,Manningham,Eastern Metropolitan,790000
Templestowe Lower,5,h,Barry,5,3,2,700,1973,Manningham,Eastern Metropolitan,950000
Templestowe Lower,4,h,Barry,4,2,2,650,1980,Manningham,Eastern Metropolitan,1421000
Templestowe Lower,3,h,Jellis,3,2,1,962,1970,Manningham,Eastern Metropolitan,1051000
Templestowe Lower,5,h,Barry,5,2,2,666,1980,Manningham,Eastern Metropolitan,1710000
Templestowe Lower,4,h,Jellis,4,2,2,681,1970,Manningham,Eastern Metropolitan,1280000
Templestowe Lower,5,h,hockingstuart,5,3,4,800,2006,Manningham,Eastern Metropolitan,750000
Templestowe Lower,4,h,hockingstuart,4,3,2,728,1970,Manningham,Eastern Metropolitan,1000000
Templestowe Lower,2,t,Barry,2,1,1,340,1980,Manningham,Eastern Metropolitan,678000
Templestowe Lower,3,h,Barry,3,2,2,751,1968,Manningham,Eastern Metropolitan,1010000
Templestowe Lower,3,h,Barry,3,1,1,794,1960,Manningham,Eastern Metropolitan,1210000
Templestowe Lower,4,h,Jellis,4,2,2,675,1985,Manningham,Eastern Metropolitan,945000
Templestowe Lower,3,u,Barry,3,1,1,465,1975,Manningham,Eastern Metropolitan,725000
Templestowe Lower,3,h,Philip,3,2,2,875,1970,Manningham,Eastern Metropolitan,1211000
Templestowe Lower,4,h,Barry,4,2,4,654,1970,Manningham,Eastern Metropolitan,1100000
Templestowe Lower,4,h,Barry,4,2,2,678,1980,Manningham,Eastern Metropolitan,920000
Templestowe Lower,3,h,Ray,3,1,1,726,1960,Manningham,Eastern Metropolitan,1053000
Templestowe Lower,3,h,Barry,3,1,2,799,1960,Manningham,Eastern Metropolitan,1002000
Templestowe Lower,3,u,Barry,3,1,2,265,1980,Manningham,Eastern Metropolitan,755000
Templestowe Lower,4,h,Barry,4,2,2,770,1965,Manningham,Eastern Metropolitan,1209000
Templestowe Lower,5,h,Barry,5,4,2,646,2016,Manningham,Eastern Metropolitan,2080000
Templestowe Lower,3,h,Philip,3,1,2,727,1960,Manningham,Eastern Metropolitan,1050000
Templestowe Lower,4,h,Philip,4,2,2,705,1970,Manningham,Eastern Metropolitan,1118000
Templestowe Lower,4,h,Barry,4,1,2,618,1960,Manningham,Eastern Metropolitan,903000
Templestowe Lower,3,h,Jellis,3,1,2,720,1960,Manningham,Eastern Metropolitan,1220000
Templestowe Lower,4,h,Jellis,4,2,2,673,2005,Manningham,Eastern Metropolitan,1650000
Templestowe Lower,4,h,Barry,4,2,2,650,1975,Manningham,Eastern Metropolitan,1182500
Templestowe Lower,4,h,Barry,4,2,2,652,1965,Manningham,Eastern Metropolitan,1020000
Templestowe Lower,3,h,RT,3,1,2,327,1975,Manningham,Eastern Metropolitan,650000
Templestowe Lower,4,h,Barry,4,1,2,826,1960,Manningham,Eastern Metropolitan,870000
Templestowe Lower,3,h,Barry,3,2,2,812,1960,Manningham,Eastern Metropolitan,1509000
Thornbury,2,t,Nelson,2,1,2,164,2009,Darebin,Northern Metropolitan,805000
Thornbury,4,h,Miles,4,2,1,470,1930,Darebin,Northern Metropolitan,1428888
Thornbury,2,h,Nelson,2,1,1,372,1950,Darebin,Northern Metropolitan,940000
Thornbury,2,u,Nelson,2,1,1,724,1975,Darebin,Northern Metropolitan,525500
Thornbury,2,h,Barry,2,1,1,185,1900,Darebin,Northern Metropolitan,944000
Thornbury,3,h,Love,3,2,2,540,1935,Darebin,Northern Metropolitan,887000
Thornbury,3,h,Stockdale,3,3,2,273,1958,Darebin,Northern Metropolitan,701000
Thornbury,2,h,Barry,2,1,0,288,1925,Darebin,Northern Metropolitan,1110000
Thornbury,1,u,Harcourts,1,1,1,612,1975,Darebin,Northern Metropolitan,332000
Thornbury,3,h,Jellis,3,2,2,397,1920,Darebin,Northern Metropolitan,1265000
Thornbury,2,h,Nelson,2,1,2,303,1930,Darebin,Northern Metropolitan,1085000
Thornbury,3,h,hockingstuart,3,2,2,210,2010,Darebin,Northern Metropolitan,898000
Thornbury,3,h,Jellis,3,3,1,288,1920,Darebin,Northern Metropolitan,1235000
Thornbury,3,t,hockingstuart,3,2,2,157,2010,Darebin,Northern Metropolitan,910500
Thornbury,3,h,Jellis,2,1,1,327,1920,Darebin,Northern Metropolitan,995000
Thornbury,3,h,Jellis,2,2,1,417,1920,Darebin,Northern Metropolitan,1400000
Thornbury,3,h,Nelson,3,1,1,562,1950,Darebin,Northern Metropolitan,1110000
Thornbury,3,h,Nelson,3,2,1,345,1905,Darebin,Northern Metropolitan,1200000
Thornbury,2,h,Love,2,1,2,333,1985,Darebin,Northern Metropolitan,874000
Thornbury,3,h,Nelson,3,1,1,275,1920,Darebin,Northern Metropolitan,1427000
Thornbury,3,h,Barry,3,1,2,435,1920,Darebin,Northern Metropolitan,1290000
Thornbury,2,u,Nelson,2,1,1,335,1960,Darebin,Northern Metropolitan,450000
Thornbury,3,h,Nelson,3,2,3,297,2013,Darebin,Northern Metropolitan,1250000
Thornbury,3,t,Jellis,3,2,2,158,2007,Darebin,Northern Metropolitan,1070000
Thornbury,3,h,McGrath,4,2,1,377,1920,Darebin,Northern Metropolitan,1570000
Thornbury,3,t,Jellis,3,2,2,7330,2011,Darebin,Northern Metropolitan,1100000
Thornbury,2,h,hockingstuart,2,1,0,302,1915,Darebin,Northern Metropolitan,1211000
Thornbury,3,h,Jellis,3,1,1,253,1910,Darebin,Northern Metropolitan,1280000
Thornbury,4,h,Jellis,4,2,0,387,1900,Darebin,Northern Metropolitan,1478000
Thornbury,3,h,McGrath,3,2,2,611,1930,Darebin,Northern Metropolitan,1913000
Thornbury,3,h,Jellis,3,1,0,297,1920,Darebin,Northern Metropolitan,1272000
Thornbury,4,h,Barry,4,2,2,538,1960,Darebin,Northern Metropolitan,928500
Thornbury,2,u,Barry,2,1,1,748,1965,Darebin,Northern Metropolitan,432500
Thornbury,3,h,Jellis,3,2,3,417,1930,Darebin,Northern Metropolitan,1370000
Thornbury,3,h,McGrath,3,2,2,644,2001,Darebin,Northern Metropolitan,1160000
Thornbury,3,h,Jellis,3,2,1,359,1920,Darebin,Northern Metropolitan,1380000
Toorak,3,h,RT,3,1,0,889,1943,Stonnington,Southern Metropolitan,1435000
Toorak,4,h,Marshall,4,3,2,691,2000,Stonnington,Southern Metropolitan,5500000
Toorak,2,u,Jellis,2,1,1,649,1935,Stonnington,Southern Metropolitan,876000
Toorak,2,u,hockingstuart,2,1,1,1119,2008,Stonnington,Southern Metropolitan,620000
Toorak,4,h,Marshall,4,4,5,877,1923,Stonnington,Southern Metropolitan,5500000
Toorak,3,h,Kay,3,1,0,222,1920,Stonnington,Southern Metropolitan,1689000
Toorak,3,t,Castran,3,3,2,425,1998,Stonnington,Southern Metropolitan,2400000
Toorak,3,h,Kay,3,2,2,600,1967,Stonnington,Southern Metropolitan,2820000
Toorak,3,h,Marshall,3,2,4,1317,2000,Stonnington,Southern Metropolitan,2840000
Toorak,3,t,Kay,3,2,2,294,2010,Stonnington,Southern Metropolitan,2700000
Toorak,3,h,Kay,3,3,2,564,2000,Stonnington,Southern Metropolitan,6250000
Toorak,4,h,RT,4,3,2,732,1980,Stonnington,Southern Metropolitan,4500000
Toorak,3,t,Kay,3,2,2,117,2000,Stonnington,Southern Metropolitan,1550000
Toorak,3,u,hockingstuart,3,1,1,57,1960,Stonnington,Southern Metropolitan,950000
Toorak,4,h,Jellis,4,2,2,516,1925,Stonnington,Southern Metropolitan,2620000
Toorak,3,h,Castran,3,2,1,268,1900,Stonnington,Southern Metropolitan,1900000
Toorak,4,h,Rodney,4,2,2,684,1963,Stonnington,Southern Metropolitan,4000000
Toorak,3,h,Melbourne,4,4,2,565,2005,Stonnington,Southern Metropolitan,4200000
Toorak,3,h,Castran,3,3,2,575,1930,Stonnington,Southern Metropolitan,2250000
Toorak,3,h,Marshall,3,2,1,363,1935,Stonnington,Southern Metropolitan,3270000
Viewbank,3,h,Miles,4,2,2,656,1990,Banyule,Eastern Metropolitan,960000
Viewbank,2,u,Ray,2,1,1,195,1995,Banyule,Eastern Metropolitan,556000
Viewbank,4,h,Miles,4,3,2,669,1960,Banyule,Eastern Metropolitan,1010000
Viewbank,3,h,Buckingham,3,2,4,704,1970,Banyule,Eastern Metropolitan,880000
Viewbank,3,h,Barry,3,2,2,577,1970,Banyule,Eastern Metropolitan,770000
Viewbank,4,h,Miles,4,1,1,865,1960,Banyule,Eastern Metropolitan,730000
Viewbank,4,h,Darren,4,2,1,696,1950,Banyule,Eastern Metropolitan,1005000
Viewbank,2,u,Miles,2,1,2,197,1980,Banyule,Eastern Metropolitan,555000
Viewbank,2,u,Miles,2,1,1,177,1975,Banyule,Eastern Metropolitan,546000
Viewbank,3,h,Ray,3,1,2,608,1975,Banyule,Eastern Metropolitan,765000
Viewbank,3,h,Miles,3,2,2,834,1975,Banyule,Eastern Metropolitan,920000
Viewbank,5,h,Nelson,5,3,2,531,1978,Banyule,Eastern Metropolitan,1025000
Viewbank,4,h,Miles,4,2,2,700,1980,Banyule,Eastern Metropolitan,895000
Viewbank,3,h,Morrison,3,2,2,628,1960,Banyule,Eastern Metropolitan,820000
Viewbank,3,h,Nelson,3,1,2,698,1960,Banyule,Eastern Metropolitan,870000
Viewbank,4,h,Nelson,4,2,2,660,1977,Banyule,Eastern Metropolitan,1050000
Watsonia,3,h,Ken,3,1,0,583,1970,Banyule,Northern Metropolitan,660000
Watsonia,3,h,Barry,3,2,2,567,1970,Banyule,Northern Metropolitan,581000
Watsonia,3,h,Barry,3,1,1,605,1970,Banyule,Northern Metropolitan,600000
Watsonia,3,h,Buckingham,3,2,1,308,2015,Banyule,Northern Metropolitan,690000
Watsonia,3,h,Ken,3,1,0,302,1950,Banyule,Northern Metropolitan,582000
Watsonia,3,h,Buckingham,3,1,1,591,1960,Banyule,Northern Metropolitan,740000
Watsonia,3,h,Barry,3,2,2,280,2002,Banyule,Northern Metropolitan,671000
Watsonia,3,h,Buckingham,3,1,1,671,1960,Banyule,Northern Metropolitan,741000
Watsonia,3,u,Barry,3,1,2,327,1960,Banyule,Northern Metropolitan,537000
Watsonia,3,h,Buckingham,3,2,1,903,1950,Banyule,Northern Metropolitan,1040000
Watsonia,4,h,Buckingham,3,3,2,670,2010,Banyule,Northern Metropolitan,1171000
Watsonia,2,h,Buckingham,2,1,2,605,1960,Banyule,Northern Metropolitan,662000
Watsonia,3,h,hockingstuart,4,2,2,595,2000,Banyule,Northern Metropolitan,800000
Watsonia,3,h,Barry,3,1,2,798,1960,Banyule,Northern Metropolitan,922000
Watsonia,3,h,Barry,3,2,0,767,1960,Banyule,Northern Metropolitan,860500
Watsonia,3,h,Buckingham,3,1,1,604,1970,Banyule,Northern Metropolitan,702000
Watsonia,3,h,Barry,3,1,1,319,2000,Banyule,Northern Metropolitan,627500
Watsonia,2,h,Barry,4,1,2,762,1970,Banyule,Northern Metropolitan,701000
Watsonia,3,h,Ray,3,1,1,355,1966,Banyule,Northern Metropolitan,645000
West Melbourne,3,h,Alexkarbon,2,3,2,506,2000,Melbourne,Northern Metropolitan,1260000
West Melbourne,3,h,Alexkarbon,3,3,2,265,1880,Melbourne,Northern Metropolitan,2370000
West Melbourne,2,t,Nelson,2,2,2,54,2006,Melbourne,Northern Metropolitan,800000
West Melbourne,3,t,Caine,3,2,2,116,2002,Melbourne,Northern Metropolitan,1130000
West Melbourne,1,u,Nelson,1,1,1,547,1900,Melbourne,Northern Metropolitan,443000
West Melbourne,3,t,Jellis,3,3,1,801,2008,Melbourne,Northern Metropolitan,1120000
Williamstown,4,h,Gunn&Co,4,2,1,320,1950,Hobsons Bay,Western Metropolitan,1400000
Williamstown,3,h,Greg,3,1,1,507,1910,Hobsons Bay,Western Metropolitan,1535000
Williamstown,3,h,Raine,3,2,2,332,2006,Hobsons Bay,Western Metropolitan,1800000
Williamstown,4,h,Greg,4,3,0,338,1890,Hobsons Bay,Western Metropolitan,2910000
Williamstown,3,h,Greg,3,3,2,515,1990,Hobsons Bay,Western Metropolitan,2910000
Williamstown,3,h,RT,3,2,2,315,1990,Hobsons Bay,Western Metropolitan,1200000
Williamstown,4,h,RT,4,2,2,897,1920,Hobsons Bay,Western Metropolitan,3130000
Williamstown,3,h,Greg,3,1,2,373,1970,Hobsons Bay,Western Metropolitan,1460000
Williamstown,3,h,Williams,3,2,2,348,1997,Hobsons Bay,Western Metropolitan,1200000
Williamstown,3,h,Greg,3,2,2,310,2005,Hobsons Bay,Western Metropolitan,1560000
Williamstown,3,h,Greg,3,2,3,430,1996,Hobsons Bay,Western Metropolitan,1575000
Williamstown,2,t,Greg,2,1,1,84,1980,Hobsons Bay,Western Metropolitan,830000
Williamstown,3,h,Jas,3,2,1,364,1970,Hobsons Bay,Western Metropolitan,1470000
Williamstown,4,h,Greg,3,2,2,782,1900,Hobsons Bay,Western Metropolitan,2230000
Williamstown,3,t,Greg,3,2,2,506,2010,Hobsons Bay,Western Metropolitan,1460000
Williamstown,2,h,RT,2,1,0,166,1986,Hobsons Bay,Western Metropolitan,940000
Williamstown,4,h,Williams,4,3,2,217,2003,Hobsons Bay,Western Metropolitan,1330000
Williamstown,3,h,Raine,3,2,2,418,1995,Hobsons Bay,Western Metropolitan,1010000
Williamstown,4,h,Greg,3,2,2,466,1930,Hobsons Bay,Western Metropolitan,1805000
Williamstown,4,h,Raine&Horne,4,1,1,307,1900,Hobsons Bay,Western Metropolitan,1126000
Williamstown,3,t,Sweeney,3,2,1,233,2002,Hobsons Bay,Western Metropolitan,935000
Williamstown,3,h,Sweeney,3,1,1,477,1930,Hobsons Bay,Western Metropolitan,1360000
Williamstown,4,h,Sweeney,4,2,2,648,2011,Hobsons Bay,Western Metropolitan,2050000
Williamstown,3,h,Sweeney,3,2,1,185,1900,Hobsons Bay,Western Metropolitan,1310000
Williamstown,3,h,Williams,3,1,0,249,1910,Hobsons Bay,Western Metropolitan,1210000
Williamstown,4,h,Greg,4,2,2,265,2010,Hobsons Bay,Western Metropolitan,1630000
Williamstown,3,h,Gunn&Co,3,2,1,189,1977,Hobsons Bay,Western Metropolitan,960000
Williamstown,3,h,Sweeney,3,2,1,506,1910,Hobsons Bay,Western Metropolitan,1482500
Williamstown,4,h,Sweeney,4,2,2,369,1980,Hobsons Bay,Western Metropolitan,1300000
Williamstown,4,h,Raine,4,1,3,765,1880,Hobsons Bay,Western Metropolitan,2255000
Williamstown,3,h,RT,3,2,1,260,2016,Hobsons Bay,Western Metropolitan,1710000
Williamstown,4,h,Sweeney,4,3,3,500,2005,Hobsons Bay,Western Metropolitan,2440000
Williamstown North,3,h,Raine,3,1,1,311,1920,Hobsons Bay,Western Metropolitan,1225000
Windsor,3,h,Marshall,3,1,4,440,1895,Stonnington,Southern Metropolitan,2302000
Windsor,2,h,Marshall,2,1,2,118,1993,Stonnington,Southern Metropolitan,1045000
Windsor,2,u,Hodges,2,1,1,598,1940,Stonnington,Southern Metropolitan,611000
Windsor,3,h,Biggin,3,2,1,138,2000,Stonnington,Southern Metropolitan,1540000
Windsor,3,h,Paul,3,1,2,317,1900,Port Phillip,Southern Metropolitan,1370000
Windsor,2,h,Marshall,2,2,2,521,2000,Stonnington,Southern Metropolitan,1177000
Windsor,2,u,hockingstuart,2,1,1,1452,1970,Stonnington,Southern Metropolitan,600000
Windsor,3,h,Marshall,3,2,1,322,1970,Stonnington,Southern Metropolitan,2368000
Windsor,2,h,Jellis,2,1,1,157,1900,Port Phillip,Southern Metropolitan,1350000
Windsor,3,h,Marshall,3,3,1,143,1890,Stonnington,Southern Metropolitan,1910000
Yallambie,4,h,Barry,4,3,1,531,1990,Banyule,Northern Metropolitan,915000
Yallambie,3,h,Buckingham,3,2,2,568,1975,Banyule,Northern Metropolitan,810000
Yallambie,3,h,Barry,3,2,1,536,1975,Banyule,Northern Metropolitan,753000
Yallambie,3,h,Ray,3,2,2,586,1970,Banyule,Northern Metropolitan,602500
Yallambie,3,h,Barry,3,1,1,614,1978,Banyule,Northern Metropolitan,742000
Yallambie,4,h,Fletchers,4,2,2,551,1997,Banyule,Northern Metropolitan,953000
Yallambie,4,h,Barry,4,2,2,761,1970,Banyule,Northern Metropolitan,840000
Yallambie,3,h,hockingstuart,3,1,1,706,1970,Banyule,Northern Metropolitan,650000
Yallambie,3,h,hockingstuart,3,2,2,566,1991,Banyule,Northern Metropolitan,731000
Yallambie,3,h,Miles,3,1,1,616,1960,Banyule,Northern Metropolitan,710000
Yallambie,3,h,Barry,3,2,2,555,1978,Banyule,Northern Metropolitan,720000
Yallambie,3,h,Buckingham,3,2,2,587,1994,Banyule,Northern Metropolitan,936000
Yallambie,3,h,Barry,3,1,1,687,1978,Banyule,Northern Metropolitan,721000
Yarraville,3,h,Jas,3,2,1,448,1940,Maribyrnong,Western Metropolitan,1000000
Yarraville,2,h,Village,3,1,2,471,1950,Maribyrnong,Western Metropolitan,890000
Yarraville,3,h,Village,3,1,0,191,1910,Maribyrnong,Western Metropolitan,1165000
Yarraville,4,h,Village,4,2,2,427,2010,Maribyrnong,Western Metropolitan,1550000
Yarraville,3,h,Jas,3,1,2,323,1960,Maribyrnong,Western Metropolitan,770000
Yarraville,3,h,Jas,3,2,2,428,1965,Maribyrnong,Western Metropolitan,871000
Yarraville,3,h,Village,3,2,2,213,2004,Maribyrnong,Western Metropolitan,780000
Yarraville,3,h,Jas,2,1,1,138,1890,Maribyrnong,Western Metropolitan,770000
Yarraville,2,h,hockingstuart,2,1,0,166,1920,Maribyrnong,Western Metropolitan,890000
Yarraville,4,h,Jas,4,2,2,244,2011,Maribyrnong,Western Metropolitan,1235000
Yarraville,2,h,Village,2,1,1,220,1910,Maribyrnong,Western Metropolitan,1000000
Yarraville,3,h,Jas,3,2,2,473,1920,Maribyrnong,Western Metropolitan,1320000
Yarraville,3,h,Village,3,2,0,214,1910,Maribyrnong,Western Metropolitan,1100000
Yarraville,2,u,hockingstuart,2,1,1,1555,2013,Maribyrnong,Western Metropolitan,782000
Yarraville,3,h,Village,3,3,2,197,2013,Maribyrnong,Western Metropolitan,910000
Yarraville,2,h,Greg,2,1,1,261,1880,Maribyrnong,Western Metropolitan,856000
Yarraville,3,h,Village,3,1,1,477,1960,Maribyrnong,Western Metropolitan,670000
Yarraville,4,h,Jas,2,1,0,165,1900,Maribyrnong,Western Metropolitan,706000
Yarraville,3,h,hockingstuart,2,2,1,462,1960,Maribyrnong,Western Metropolitan,1050000
Yarraville,4,h,Village,4,2,1,319,1915,Maribyrnong,Western Metropolitan,1320000
Yarraville,3,h,Jas,3,2,2,230,1900,Maribyrnong,Western Metropolitan,1414000
Yarraville,5,h,Village,5,2,2,644,1890,Maribyrnong,Western Metropolitan,1815000
Yarraville,2,h,Jas,2,1,1,148,2003,Maribyrnong,Western Metropolitan,630000
Yarraville,4,h,Sweeney,4,1,3,766,1968,Maribyrnong,Western Metropolitan,1870000
Yarraville,3,h,Jas,3,1,4,902,1920,Maribyrnong,Western Metropolitan,1930000
Yarraville,3,t,Sweeney,2,2,0,352,2016,Maribyrnong,Western Metropolitan,1040000
Yarraville,3,h,Jas,3,1,2,270,1920,Maribyrnong,Western Metropolitan,1419000
Yarraville,3,h,Village,3,1,2,442,1940,Maribyrnong,Western Metropolitan,1050000
Yarraville,3,h,Greg,3,1,1,464,1960,Maribyrnong,Western Metropolitan,796000
Yarraville,3,h,Greg,3,3,1,217,2016,Maribyrnong,Western Metropolitan,1217500
Yarraville,3,h,hockingstuart,3,1,3,670,1940,Maribyrnong,Western Metropolitan,1055000
Yarraville,4,h,Sweeney,4,1,2,360,1910,Maribyrnong,Western Metropolitan,660000
Yarraville,3,h,Village,3,1,2,240,1880,Maribyrnong,Western Metropolitan,950000
Yarraville,4,h,Village,4,2,2,417,1900,Maribyrnong,Western Metropolitan,1200000
Yarraville,3,h,Sweeney,3,1,1,438,1960,Maribyrnong,Western Metropolitan,1005000
Yarraville,4,h,Village,4,2,0,297,1900,Maribyrnong,Western Metropolitan,1340000
Yarraville,3,h,Jas,3,1,1,189,1930,Maribyrnong,Western Metropolitan,865000
Yarraville,3,h,Jas,2,1,2,341,1950,Maribyrnong,Western Metropolitan,781500
Yarraville,4,h,Village,4,1,1,306,1910,Maribyrnong,Western Metropolitan,1401000
Yarraville,2,h,Jas,2,2,2,168,2000,Maribyrnong,Western Metropolitan,630000
Yarraville,5,h,hockingstuart,2,3,4,446,1950,Maribyrnong,Western Metropolitan,1137500
Yarraville,4,h,Jas,4,1,3,411,1910,Maribyrnong,Western Metropolitan,1158000
Yarraville,3,h,Village,3,2,2,206,2006,Maribyrnong,Western Metropolitan,955000
